epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,715.275,1.02805,1.03385,1.4336,0.66526,0.74323,0.81835,0.54504,1.25294,1.68955,1.46948,0.00058539,0.00058539,0.00058539
43,732.077,1.03399,1.04301,1.44748,0.71433,0.77457,0.80218,0.53076,1.17794,1.42443,1.43189,0.000580912,0.000580912,0.000580912
44,748.742,1.03031,1.03242,1.4436,0.69544,0.71896,0.73662,0.52406,1.14004,1.78564,1.45005,0.000576433,0.000576433,0.000576433
45,765.498,1.0298,1.02201,1.4293,0.734,0.79833,0.82014,0.54645,1.25974,1.54717,1.48662,0.000571955,0.000571955,0.000571955
46,782.391,1.03161,1.01737,1.43487,0.70909,0.7781,0.83324,0.56686,1.17413,1.48118,1.43206,0.000567477,0.000567477,0.000567477
47,799.178,1.03232,1.02544,1.44123,0.74884,0.76978,0.80683,0.54343,1.21417,1.49831,1.43697,0.000562998,0.000562998,0.000562998
48,815.671,1.01849,0.99371,1.42335,0.70776,0.79436,0.79089,0.54331,1.15243,1.3687,1.41808,0.00055852,0.00055852,0.00055852
49,832.43,1.03834,1.02229,1.42852,0.65204,0.78505,0.75181,0.5286,1.16483,1.60183,1.43128,0.000554042,0.000554042,0.000554042
50,849.119,1.014,0.98686,1.41635,0.73088,0.80673,0.8163,0.58382,1.06746,1.39346,1.34866,0.000549564,0.000549564,0.000549564
51,865.428,1.02982,0.98303,1.43147,0.70208,0.8002,0.7951,0.54336,1.18003,1.51167,1.41923,0.000545085,0.000545085,0.000545085
52,882.005,1.00666,1.00463,1.41546,0.75408,0.7839,0.84587,0.58111,1.12898,1.46317,1.37657,0.000540607,0.000540607,0.000540607
53,898.529,0.99289,0.98321,1.39225,0.7231,0.79128,0.8423,0.59941,1.07614,1.41722,1.32018,0.000536129,0.000536129,0.000536129
54,915.514,1.00075,0.97509,1.40466,0.7354,0.76361,0.83845,0.58308,1.11769,1.5837,1.3646,0.00053165,0.00053165,0.00053165
55,932.349,0.99437,0.96255,1.39558,0.72829,0.77761,0.82353,0.58349,1.10835,1.57234,1.38742,0.000527172,0.000527172,0.000527172
56,949.142,0.99967,0.95636,1.40412,0.69747,0.75953,0.79127,0.55349,1.18819,1.57441,1.41044,0.000522694,0.000522694,0.000522694
57,966.056,1.0034,0.97643,1.40132,0.7587,0.77441,0.83284,0.59271,1.20631,1.60012,1.42241,0.000518216,0.000518216,0.000518216
58,982.886,0.99059,0.94974,1.39347,0.70861,0.75654,0.77064,0.53062,1.18651,1.75488,1.44311,0.000513737,0.000513737,0.000513737
59,1000.06,0.9753,0.9536,1.38636,0.75778,0.78742,0.81627,0.57379,1.10758,1.53092,1.39407,0.000509259,0.000509259,0.000509259
60,1016.91,0.99332,0.97913,1.39792,0.76608,0.78757,0.83824,0.57838,1.14813,1.33211,1.3829,0.000504781,0.000504781,0.000504781
61,1033.76,0.97382,0.94165,1.37643,0.76335,0.75964,0.81918,0.53752,1.26003,1.65817,1.44942,0.000500302,0.000500302,0.000500302
62,1050.55,0.99478,0.93852,1.39014,0.74482,0.77386,0.83972,0.60499,1.08413,1.50865,1.39017,0.000495824,0.000495824,0.000495824
63,1067.69,0.95411,0.91273,1.36691,0.72577,0.77678,0.81786,0.55029,1.15939,1.47656,1.40525,0.000491346,0.000491346,0.000491346
64,1084.54,0.94878,0.91803,1.35801,0.63971,0.80082,0.82372,0.58542,1.10877,1.47841,1.37436,0.000486867,0.000486867,0.000486867
65,1101.1,0.96261,0.91755,1.37093,0.75688,0.78862,0.82957,0.56984,1.19569,1.52958,1.41318,0.000482389,0.000482389,0.000482389
66,1117.76,0.93479,0.90716,1.35365,0.7091,0.78804,0.81604,0.58337,1.06302,1.33834,1.32167,0.000477911,0.000477911,0.000477911
67,1134.54,0.94506,0.92422,1.36449,0.70702,0.77074,0.78375,0.55012,1.1879,1.66618,1.43033,0.000473433,0.000473433,0.000473433
68,1151.18,0.95653,0.89968,1.37295,0.73603,0.79048,0.81407,0.5679,1.11677,1.48097,1.38552,0.000468954,0.000468954,0.000468954
69,1167.67,0.93966,0.91938,1.35926,0.75155,0.80995,0.84188,0.57626,1.13058,1.31354,1.36467,0.000464476,0.000464476,0.000464476
70,1184.43,0.94808,0.89409,1.35374,0.75294,0.76925,0.83571,0.60469,1.13308,1.44821,1.37946,0.000459998,0.000459998,0.000459998
